,Unnamed: 0,formation,gk rating,defence rating,midfield rating,attack rating,net stamina,net physicallity,away formation,away gk rating,away defence rating,away midfield rating,away attack rating,away net stamina,away net physicallity,home goals,away goals,home_result_list
1531,1531,4-2-2-2,287,450,77,422,2090,2210,4-3-3,223,521,70,75,2166,2152,1,2,L
1532,1532,4-2-3-1,141,219,73,200,2110,1910,4-4-2,297,290,193,217,2097,2254,0,3,L
1533,1533,3-5-2,221,602,291,343,2105,2162,3-4-3,282,460,234,237,2211,2224,1,3,L
1534,1534,4-5-1,254,337,195,63,1909,1941,4-4-2,342,712,655,212,2086,2257,2,0,W
1535,1535,4-3-3,282,460,234,237,2211,2224,3-4-3,223,521,70,75,2166,2152,1,0,W
1536,1536,4-2-3-1,225,468,67,142,2265,2201,4-2-3-1,224,521,0,156,2194,2172,2,0,W
1537,1537,4-4-2,287,450,77,422,2090,2210,4-3-3,293,532,57,301,2152,2319,1,2,L
1538,1538,4-2-3-1,141,219,73,200,2110,1910,4-3-3,221,602,291,343,2105,2162,2,1,W
1539,1539,3-4-3,231,536,240,429,2213,2284,3-5-2,216,438,281,291,2134,2220,0,1,L
1540,1540,4-2-3-1,220,628,175,150,2028,2288,4-3-3,351,753,161,378,2227,2103,0,0,D
1541,1541,4-2-3-1,231,536,240,429,2213,2284,4-3-3,223,521,70,75,2166,2152,1,0,W
1542,1542,4-3-2-1,297,290,193,217,2097,2254,4-3-3,225,468,67,142,2265,2201,0,1,L
1543,1543,4-2-3-1,224,521,0,156,2194,2172,4-5-1,254,337,195,63,1909,1941,2,1,W
1544,1544,4-3-3,282,460,234,237,2211,2224,3-5-2,254,337,195,63,1909,1941,1,4,L
1545,1545,4-2-3-1,141,219,73,200,2110,1910,4-4-2,287,450,77,422,2090,2210,1,1,D
1546,1546,4-5-1,342,712,655,212,2086,2257,4-3-3,351,753,161,378,2227,2103,0,2,L
1547,1547,4-2-3-1,220,628,175,150,2028,2288,4-2-3-1,225,468,67,142,2265,2201,3,0,W
1548,1548,4-4-2,342,712,655,212,2086,2257,4-3-3,231,536,240,429,2213,2284,3,2,W
1549,1549,4-2-3-1,225,468,67,142,2265,2201,3-5-2,216,301,0,516,2125,2221,1,2,L
1550,1550,4-4-2,287,450,77,422,2090,2210,3-4-1-2,282,460,234,237,2211,2224,0,6,L
1551,1551,4-4-2,297,290,193,217,2097,2254,3-4-3,226,322,143,153,2306,2155,0,4,L
1552,1552,4-3-3,231,536,240,429,2213,2284,4-2-3-1,241,773,79,0,2264,2294,1,0,W
1553,1553,4-3-3,293,532,57,301,2152,2319,4-2-3-1,141,219,73,200,2110,1910,0,3,L
1554,1554,4-2-3-1,224,521,0,156,2194,2172,4-2-3-1,220,628,175,150,2028,2288,2,1,W
1555,1555,4-3-3,254,337,195,63,1909,1941,4-2-3-1,225,582,199,292,2004,2172,2,0,W
1556,1556,4-2-3-1,221,602,291,343,2105,2162,4-4-2,342,712,655,212,2086,2257,2,0,W
1557,1557,3-4-3,287,450,77,422,2090,2210,4-3-3,225,468,67,142,2265,2201,1,0,W
1558,1558,4-3-3,293,532,57,301,2152,2319,4-3-3,254,337,195,63,1909,1941,1,2,L
1559,1559,4-3-3,351,753,161,378,2227,2103,3-5-2,216,301,0,516,2125,2221,3,0,W
1560,1560,3-4-1-2,282,460,234,237,2211,2224,4-2-3-1,225,468,67,142,2265,2201,2,4,L
1561,1561,4-3-3,231,536,240,429,2213,2284,4-2-3-1,224,521,0,156,2194,2172,1,1,D
1562,1562,4-4-2,342,712,655,212,2086,2257,3-5-2,287,450,77,422,2090,2210,2,0,W
1563,1563,4-2-3-1,351,753,161,378,2227,2103,4-3-3,293,532,57,301,2152,2319,5,1,W
1564,1564,4-2-3-1,225,468,67,142,2265,2201,4-2-3-1,241,773,79,0,2264,2294,3,1,W
1565,1565,4-1-4-1,224,521,0,156,2194,2172,4-3-2-1,297,290,193,217,2097,2254,0,0,D
1566,1566,3-5-2,254,337,195,63,1909,1941,3-4-3,226,322,143,153,2306,2155,0,0,D
1567,1567,4-2-3-1,221,602,291,343,2105,2162,4-3-3,223,521,70,75,2166,2152,0,3,L
1568,1568,3-4-1-2,282,460,234,237,2211,2224,3-4-1-2,225,582,199,292,2004,2172,1,0,W
1569,1569,4-4-2,342,712,655,212,2086,2257,3-4-3,216,438,281,291,2134,2220,1,0,W
1570,1570,4-3-3,220,628,175,150,2028,2288,4-2-3-1,141,219,73,200,2110,1910,0,0,D
