,Unnamed: 0,formation,gk rating,defence rating,midfield rating,attack rating,net stamina,net physicallity,away formation,away gk rating,away defence rating,away midfield rating,away attack rating,away net stamina,away net physicallity,home goals,away goals,home_result_list
268,268,4-2-3-1,218,849,190,291,2219,2211,4-3-3,301,462,83,311,2268,2290,0,2,L
269,269,3-4-3,312,300,260,340,2232,2267,5-3-2,311,401,295,135,1893,1985,3,0,W
270,270,4-4-1-1,402,469,213,298,2128,2199,4-4-1-1,203,508,405,150,2171,2212,2,2,D
271,271,4-4-2,277,435,282,278,2224,2210,5-4-1,287,639,193,215,2149,2304,4,1,W
272,272,4-4-1-1,214,485,237,387,2255,2233,4-2-3-1,218,849,190,291,2219,2211,1,1,D
273,273,4-2-3-1,285,588,435,370,2314,2342,4-1-4-1,278,491,357,211,2011,2188,1,1,D
274,274,4-3-3,301,462,83,311,2268,2290,3-4-3,218,446,118,297,2169,2207,4,1,W
275,275,4-5-1,224,518,75,353,2282,2445,4-3-3,226,483,146,152,2346,2317,1,0,W
276,276,4-4-2,311,401,295,135,1893,1985,4-2-3-1,315,602,206,150,2095,2258,1,2,L
277,277,4-3-3,145,381,292,215,2217,2322,4-2-3-1,346,459,0,277,2223,2208,0,1,L
278,278,4-4-2,241,485,80,243,2377,2358,3-4-3,312,300,260,340,2232,2267,2,1,W
279,279,4-2-3-1,165,601,133,370,2237,2258,4-3-3,228,491,285,232,2277,2216,0,3,L
280,280,4-4-2,214,485,237,387,2255,2233,4-3-3,226,483,146,152,2346,2317,2,1,W
281,281,4-3-3,285,588,435,370,2314,2342,4-4-1-1,402,469,213,298,2128,2199,1,1,D
282,282,4-3-3,301,462,83,311,2268,2290,3-4-3,203,508,405,150,2171,2212,2,0,W
283,283,4-2-3-1,218,849,190,291,2219,2211,4-1-4-1,278,491,357,211,2011,2188,0,0,D
284,284,3-4-3,287,639,193,215,2149,2304,3-4-3,218,446,118,297,2169,2207,4,1,W
285,285,4-2-3-1,346,459,0,277,2223,2208,4-2-3-1,315,602,206,150,2095,2258,2,0,W
286,286,4-2-3-1,224,518,75,353,2282,2445,4-3-3,311,401,295,135,1893,1985,1,0,W
287,287,4-4-1-1,277,435,282,278,2224,2210,4-2-3-1,165,601,133,370,2237,2258,2,1,W
288,288,4-3-3,228,491,285,232,2277,2216,3-4-3,312,300,260,340,2232,2267,1,0,W
289,289,4-4-2,145,381,292,215,2217,2322,4-3-3,241,485,80,243,2377,2358,2,3,L
290,290,3-4-3,312,300,260,340,2232,2267,4-4-2,145,381,292,215,2217,2322,2,1,W
291,291,4-2-3-1,226,483,146,152,2346,2317,4-4-1-1,277,435,282,278,2224,2210,2,0,W
292,292,4-2-3-1,315,602,206,150,2095,2258,5-4-1,287,639,193,215,2149,2304,0,0,D
293,293,4-2-3-1,241,485,80,243,2377,2358,4-3-3,301,462,83,311,2268,2290,2,1,W
294,294,4-4-2,203,508,405,150,2171,2212,4-2-3-1,218,849,190,291,2219,2211,3,0,W
295,295,4-3-3,311,401,295,135,1893,1985,4-2-3-1,285,588,435,370,2314,2342,1,4,L
296,296,3-4-3,218,446,118,297,2169,2207,4-4-1-1,214,485,237,387,2255,2233,0,3,L
297,297,4-2-3-1,165,601,133,370,2237,2258,4-2-3-1,224,518,75,353,2282,2445,3,0,W
298,298,4-4-1-1,402,469,213,298,2128,2199,4-2-3-1,346,459,0,277,2223,2208,1,4,L
299,299,4-3-3,278,491,357,211,2011,2188,4-3-3,228,491,285,232,2277,2216,0,2,L
300,300,4-4-1-1,402,469,213,298,2128,2199,3-5-2,311,401,295,135,1893,1985,2,1,W
301,301,4-2-3-1,315,602,206,150,2095,2258,4-3-3,145,381,292,215,2217,2322,0,2,L
302,302,4-3-3,301,462,83,311,2268,2290,3-4-3,224,518,75,353,2282,2445,5,0,W
303,303,4-3-3,278,491,357,211,2011,2188,4-2-3-1,226,483,146,152,2346,2317,1,2,L
304,304,4-1-4-1,277,435,282,278,2224,2210,4-4-2,285,588,435,370,2314,2342,0,2,L
305,305,4-3-3,145,381,292,215,2217,2322,4-3-3,301,462,83,311,2268,2290,1,2,L
306,306,4-2-3-1,226,483,146,152,2346,2317,3-5-2,228,491,285,232,2277,2216,1,3,L
307,307,4-2-3-1,241,485,80,243,2377,2358,3-4-3,287,639,193,215,2149,2304,2,0,W
308,308,4-4-1-1,203,508,405,150,2171,2212,4-4-2,315,602,206,150,2095,2258,1,0,W
309,309,4-2-3-1,224,518,75,353,2282,2445,4-4-1-1,402,469,213,298,2128,2199,2,2,D
310,310,3-5-2,311,401,295,135,1893,1985,4-4-2,214,485,237,387,2255,2233,1,2,L
311,311,3-4-3,218,446,118,297,2169,2207,4-4-2,218,849,190,291,2219,2211,3,0,W
312,312,4-2-3-1,165,601,133,370,2237,2258,4-4-1-1,278,491,357,211,2011,2188,3,0,W
313,313,3-4-3,312,300,260,340,2232,2267,4-2-3-1,346,459,0,277,2223,2208,1,3,L
314,314,4-4-2,402,469,213,298,2128,2199,4-4-2,145,381,292,215,2217,2322,2,2,D
315,315,4-4-1-1,277,435,282,278,2224,2210,4-4-1-1,315,602,206,150,2095,2258,1,1,D
316,316,4-3-3,226,483,146,152,2346,2317,4-3-3,301,462,83,311,2268,2290,0,0,D
317,317,4-2-3-1,285,588,435,370,2314,2342,4-4-1-1,203,508,405,150,2171,2212,1,2,L
318,318,4-3-3,228,491,285,232,2277,2216,4-3-3,241,485,80,243,2377,2358,2,3,L
319,319,4-4-2,278,491,357,211,2011,2188,4-2-3-1,346,459,0,277,2223,2208,1,2,L
320,320,4-2-3-1,224,518,75,353,2282,2445,4-4-2,214,485,237,387,2255,2233,1,2,L
321,321,4-4-2,311,401,295,135,1893,1985,5-4-1,287,639,193,215,2149,2304,1,1,D
322,322,4-2-3-1,165,601,133,370,2237,2258,3-4-3,218,849,190,291,2219,2211,3,2,W
323,323,3-4-3,312,300,260,340,2232,2267,3-4-3,218,446,118,297,2169,2207,1,1,D
324,324,4-4-2,214,485,237,387,2255,2233,4-4-1-1,285,588,435,370,2314,2342,2,1,W
325,325,4-4-2,145,381,292,215,2217,2322,4-3-3,277,435,282,278,2224,2210,3,2,W
326,326,4-2-3-1,315,602,206,150,2095,2258,4-2-3-1,224,518,75,353,2282,2445,1,0,W
327,327,4-3-3,301,462,83,311,2268,2290,5-4-1,402,469,213,298,2128,2199,3,0,W
328,328,3-4-3,218,849,190,291,2219,2211,3-4-3,312,300,260,340,2232,2267,2,3,L
329,329,4-4-2,287,639,193,215,2149,2304,4-2-3-1,226,483,146,152,2346,2317,1,1,D
330,330,4-2-3-1,346,459,0,277,2223,2208,4-3-3,228,491,285,232,2277,2216,1,3,L
331,331,4-3-3,241,485,80,243,2377,2358,4-4-2,311,401,295,135,1893,1985,0,1,L
332,332,4-4-1-1,203,508,405,150,2171,2212,4-3-3,165,601,133,370,2237,2258,2,1,W
333,333,3-4-3,218,446,118,297,2169,2207,4-4-1-1,278,491,357,211,2011,2188,1,1,D
334,334,4-4-1-1,277,435,282,278,2224,2210,4-2-3-1,346,459,0,277,2223,2208,1,1,D
335,335,4-4-1-1,402,469,213,298,2128,2199,4-3-3,241,485,80,243,2377,2358,0,2,L
336,336,4-4-2,214,485,237,387,2255,2233,3-5-2,312,300,260,340,2232,2267,1,2,L
337,337,4-4-1-1,285,588,435,370,2314,2342,3-4-3,218,849,190,291,2219,2211,0,0,D
338,338,4-4-2,224,518,75,353,2282,2445,4-4-2,145,381,292,215,2217,2322,0,0,D
339,339,4-4-1-1,311,401,295,135,1893,1985,4-3-3,301,462,83,311,2268,2290,2,2,D
340,340,4-3-3,165,601,133,370,2237,2258,3-4-3,218,446,118,297,2169,2207,4,1,W
341,341,4-3-3,228,491,285,232,2277,2216,5-4-1,287,639,193,215,2149,2304,5,0,W
342,342,4-4-2,278,491,357,211,2011,2188,4-4-2,214,485,237,387,2255,2233,1,1,D
343,343,4-3-3,226,483,146,152,2346,2317,4-4-1-1,203,508,405,150,2171,2212,1,0,W
344,344,4-4-2,214,485,237,387,2255,2233,4-4-1-1,277,435,282,278,2224,2210,0,0,D
345,345,4-4-2,145,381,292,215,2217,2322,4-4-1-1,285,588,435,370,2314,2342,5,0,W
346,346,4-2-3-1,315,602,206,150,2095,2258,4-2-3-1,226,483,146,152,2346,2317,0,2,L
347,347,4-3-3,301,462,83,311,2268,2290,4-4-2,278,491,357,211,2011,2188,0,0,D
348,348,4-4-1-1,203,508,405,150,2171,2212,4-4-2,311,401,295,135,1893,1985,0,1,L
349,349,5-4-1,218,849,190,291,2219,2211,3-4-3,402,469,213,298,2128,2199,2,1,W
350,350,3-4-3,287,639,193,215,2149,2304,3-5-1-1,312,300,260,340,2232,2267,0,1,L
351,351,4-3-3,241,485,80,243,2377,2358,4-2-3-1,165,601,133,370,2237,2258,2,1,W
352,352,3-5-2,218,446,118,297,2169,2207,4-3-3,228,491,285,232,2277,2216,1,4,L
353,353,4-2-3-1,346,459,0,277,2223,2208,4-2-3-1,224,518,75,353,2282,2445,2,0,W
354,354,4-4-2,277,435,282,278,2224,2210,4-3-3,241,485,80,243,2377,2358,1,0,W
355,355,3-4-3,402,469,213,298,2128,2199,3-4-3,287,639,193,215,2149,2304,1,0,W
356,356,4-2-3-1,226,483,146,152,2346,2317,3-4-3,218,849,190,291,2219,2211,1,1,D
357,357,4-4-1-1,285,588,435,370,2314,2342,3-4-3,218,446,118,297,2169,2207,0,2,L
358,358,4-4-2,278,491,357,211,2011,2188,4-4-2,145,381,292,215,2217,2322,1,2,L
359,359,4-4-2,224,518,75,353,2282,2445,4-4-1-1,203,508,405,150,2171,2212,2,1,W
360,360,4-4-1-1,311,401,295,135,1893,1985,3-4-3,346,459,0,277,2223,2208,1,0,W
361,361,4-3-3,165,601,133,370,2237,2258,4-4-1-1,214,485,237,387,2255,2233,5,0,W
362,362,3-5-2,312,300,260,340,2232,2267,4-3-3,301,462,83,311,2268,2290,1,0,W
363,363,4-3-3,228,491,285,232,2277,2216,5-3-2,315,602,206,150,2095,2258,0,0,D
364,364,3-5-2,287,639,193,215,2149,2304,3-4-3,218,849,190,291,2219,2211,0,1,L
365,365,5-4-1,312,300,260,340,2232,2267,5-3-2,315,602,206,150,2095,2258,1,1,D
366,366,4-4-2,285,588,435,370,2314,2342,4-3-3,165,601,133,370,2237,2258,3,1,W
367,367,4-3-3,228,491,285,232,2277,2216,4-5-1,277,435,282,278,2224,2210,3,1,W
368,368,4-2-3-1,346,459,0,277,2223,2208,4-3-2-1,203,508,405,150,2171,2212,1,0,W
369,369,3-4-3,218,446,118,297,2169,2207,5-3-2,241,485,80,243,2377,2358,0,0,D
370,370,4-4-1-1,214,485,237,387,2255,2233,3-4-3,402,469,213,298,2128,2199,1,2,L
371,371,4-4-2,145,381,292,215,2217,2322,4-4-1-1,311,401,295,135,1893,1985,2,0,W
372,372,5-3-2,315,602,206,150,2095,2258,4-3-3,165,601,133,370,2237,2258,0,1,L
373,373,4-4-1-1,301,462,83,311,2268,2290,4-2-3-1,277,435,282,278,2224,2210,4,0,W
374,374,4-3-3,241,485,80,243,2377,2358,4-1-4-1,224,518,75,353,2282,2445,1,0,W
375,375,4-2-3-1,203,508,405,150,2171,2212,3-5-1-1,312,300,260,340,2232,2267,3,0,W
376,376,4-5-1,218,849,190,291,2219,2211,4-3-3,228,491,285,232,2277,2216,0,1,L
377,377,4-4-2,287,639,193,215,2149,2304,4-3-3,278,491,357,211,2011,2188,1,2,L
378,378,4-2-3-1,346,459,0,277,2223,2208,4-2-3-1,285,588,435,370,2314,2342,5,4,W
379,379,3-4-3,218,446,118,297,2169,2207,3-5-2,226,483,146,152,2346,2317,3,1,W
380,380,4-3-3,241,485,80,243,2377,2358,4-2-3-1,285,588,435,370,2314,2342,2,1,W
381,381,4-4-2,402,469,213,298,2128,2199,4-1-4-1,252,420,125,266,1924,2125,2,0,W
382,382,4-3-3,136,355,180,136,2050,1924,4-2-2-2,145,381,292,215,2217,2322,0,2,L
383,383,3-5-1-1,315,602,206,150,2095,2258,4-3-3,312,300,260,340,2232,2267,0,3,L
384,384,4-4-1-1,203,508,405,150,2171,2212,4-2-3-1,346,459,0,277,2223,2208,1,2,L
385,385,4-2-2-2,224,518,75,353,2282,2445,4-4-1-1,277,435,282,278,2224,2210,2,0,W
386,386,3-4-3,264,347,56,131,1943,2096,4-2-3-1,226,483,146,152,2346,2317,2,2,D
387,387,4-2-3-1,165,601,133,370,2237,2258,4-2-3-1,228,491,285,232,2277,2216,0,2,L
388,388,4-3-3,301,462,83,311,2268,2290,4-2-3-1,218,446,118,297,2169,2207,4,0,W
389,389,3-4-3,218,849,190,291,2219,2211,4-4-1-1,214,485,237,387,2255,2233,0,0,D
390,390,4-3-3,252,420,125,266,1924,2125,4-4-1-1,203,508,405,150,2171,2212,0,0,D
391,391,4-3-3,312,300,260,340,2232,2267,4-2-3-1,165,601,133,370,2237,2258,3,2,W
392,392,4-2-3-1,226,483,146,152,2346,2317,4-4-2,218,849,190,291,2219,2211,2,1,W
393,393,4-2-3-1,285,588,435,370,2314,2342,3-4-3,264,347,56,131,1943,2096,2,0,W
394,394,3-4-3,346,459,0,277,2223,2208,4-3-3,136,355,180,136,2050,1924,3,1,W
395,395,4-4-2,218,446,118,297,2169,2207,4-2-2-2,402,469,213,298,2128,2199,1,2,L
396,396,4-4-1-1,277,435,282,278,2224,2210,4-3-2-1,241,485,80,243,2377,2358,3,2,W
397,397,4-4-1-1,214,485,237,387,2255,2233,4-4-2,224,518,75,353,2282,2445,1,3,L
398,398,3-5-2,228,491,285,232,2277,2216,4-2-2-2,315,602,206,150,2095,2258,6,1,W
399,399,4-4-2,145,381,292,215,2217,2322,4-3-3,301,462,83,311,2268,2290,0,2,L
400,400,4-2-3-1,165,601,133,370,2237,2258,4-4-1-1,218,446,118,297,2169,2207,3,1,W
401,401,4-2-2-2,402,469,213,298,2128,2199,4-2-3-1,226,483,146,152,2346,2317,2,2,D
402,402,4-2-3-1,315,602,206,150,2095,2258,4-1-4-1,252,420,125,266,1924,2125,0,0,D
403,403,4-3-3,301,462,83,311,2268,2290,4-5-1,277,435,282,278,2224,2210,1,0,W
404,404,4-4-2,218,849,190,291,2219,2211,4-2-3-1,285,588,435,370,2314,2342,1,2,L
405,405,3-4-3,264,347,56,131,1943,2096,4-3-3,228,491,285,232,2277,2216,1,1,D
406,406,4-3-3,136,355,180,136,2050,1924,4-4-1-1,214,485,237,387,2255,2233,4,2,W
407,407,5-4-1,203,508,405,150,2171,2212,4-3-2-1,312,300,260,340,2232,2267,1,2,L
408,408,4-2-2-2,224,518,75,353,2282,2445,4-4-2,145,381,292,215,2217,2322,2,1,W
409,409,3-5-1-1,241,485,80,243,2377,2358,4-3-3,346,459,0,277,2223,2208,0,3,L
410,410,4-2-3-1,277,435,282,278,2224,2210,4-2-3-1,136,355,180,136,2050,1924,2,2,D
411,411,4-3-3,312,300,260,340,2232,2267,3-5-2,402,469,213,298,2128,2199,2,0,W
412,412,4-4-2,145,381,292,215,2217,2322,4-4-2,218,849,190,291,2219,2211,0,2,L
413,413,4-2-3-1,226,483,146,152,2346,2317,5-4-1,315,602,206,150,2095,2258,1,1,D
414,414,4-2-3-1,285,588,435,370,2314,2342,4-3-2-1,301,462,83,311,2268,2290,1,2,L
415,415,4-1-3-2,228,491,285,232,2277,2216,5-4-1,203,508,405,150,2171,2212,2,1,W
416,416,4-2-3-1,218,446,118,297,2169,2207,3-4-3,264,347,56,131,1943,2096,0,1,L
417,417,4-2-3-1,214,485,237,387,2255,2233,4-3-3,241,485,80,243,2377,2358,0,2,L
418,418,4-2-2-2,252,420,125,266,1924,2125,4-2-3-1,165,601,133,370,2237,2258,2,3,L
419,419,4-4-2,224,518,75,353,2282,2445,3-1-4-2,346,459,0,277,2223,2208,2,1,W
420,420,4-4-2,402,469,213,298,2128,2199,4-2-3-1,285,588,435,370,2314,2342,4,2,W
421,421,4-1-4-1,312,300,260,340,2232,2267,4-2-2-1-1,252,420,125,266,1924,2125,4,1,W
422,422,3-2-2-2-1,315,602,206,150,2095,2258,4-1-4-1,145,381,292,215,2217,2322,0,1,L
423,423,4-3-3,228,491,285,232,2277,2216,4-3-3,136,355,180,136,2050,1924,3,0,W
424,424,4-2-3-1,203,508,405,150,2171,2212,4-2-3-1,165,601,133,370,2237,2258,1,2,L
425,425,4-4-2,346,459,0,277,2223,2208,4-1-4-1,301,462,83,311,2268,2290,1,2,L
426,426,4-2-2-2,224,518,75,353,2282,2445,4-1-4-1,241,485,80,243,2377,2358,1,2,L
427,427,4-2-3-1,226,483,146,152,2346,2317,4-1-4-1,218,446,118,297,2169,2207,1,3,L
428,428,3-4-3,264,347,56,131,1943,2096,4-4-2,214,485,237,387,2255,2233,1,0,W
429,429,4-2-2-2,218,849,190,291,2219,2211,4-1-4-1,277,435,282,278,2224,2210,2,2,D
430,430,4-1-4-1,277,435,282,278,2224,2210,4-4-1-1,346,459,0,277,2223,2208,1,2,L
431,431,4-2-2-1-1,214,485,237,387,2255,2233,4-2-2-2,402,469,213,298,2128,2199,4,0,W
432,432,4-2-2-1-1,252,420,125,266,1924,2125,4-1-4-1,228,491,285,232,2277,2216,0,5,L
433,433,4-3-3,145,381,292,215,2217,2322,4-4-1-1,203,508,405,150,2171,2212,0,0,D
434,434,4-1-4-1,136,355,180,136,2050,1924,4-2-2-2,224,518,75,353,2282,2445,1,1,D
435,435,4-2-3-1,285,588,435,370,2314,2342,5-4-1,315,602,206,150,2095,2258,3,1,W
436,436,4-2-3-1,301,462,83,311,2268,2290,4-1-4-1,218,849,190,291,2219,2211,3,0,W
437,437,4-1-4-1,241,485,80,243,2377,2358,3-4-3,264,347,56,131,1943,2096,1,1,D
438,438,4-2-3-1,165,601,133,370,2237,2258,4-2-3-1,226,483,146,152,2346,2317,2,0,W
439,439,4-1-4-1,218,446,118,297,2169,2207,4-3-2-1,312,300,260,340,2232,2267,0,0,D
440,440,4-2-3-1,165,601,133,370,2237,2258,4-2-2-2,224,518,75,353,2282,2445,2,0,W
441,441,4-1-4-1,312,300,260,340,2232,2267,4-3-2-1,301,462,83,311,2268,2290,1,1,D
442,442,4-2-3-1,226,483,146,152,2346,2317,4-2-2-1-1,136,355,180,136,2050,1924,3,0,W
443,443,3-3-2-1-1,315,602,206,150,2095,2258,3-2-2-2-1,346,459,0,277,2223,2208,0,2,L
444,444,4-3-2-1,228,491,285,232,2277,2216,4-1-4-1,277,435,282,278,2224,2210,2,0,W
445,445,4-4-1-1,203,508,405,150,2171,2212,4-2-3-1,285,588,435,370,2314,2342,0,2,L
446,446,4-1-4-1,218,446,118,297,2169,2207,5-3-2,241,485,80,243,2377,2358,3,1,W
447,447,3-2-2-2-1,264,347,56,131,1943,2096,4-4-2,218,849,190,291,2219,2211,2,0,W
448,448,4-4-1-1,252,420,125,266,1924,2125,4-2-2-1-1,214,485,237,387,2255,2233,1,2,L
449,449,4-4-2,402,469,213,298,2128,2199,4-3-2-1,145,381,292,215,2217,2322,2,1,W
450,450,4-2-2-1-1,277,435,282,278,2224,2210,4-1-4-1,218,446,118,297,2169,2207,1,0,W
451,451,4-2-2-2,214,485,237,387,2255,2233,4-2-3-1,315,602,206,150,2095,2258,1,1,D
452,452,4-4-2,145,381,292,215,2217,2322,3-4-3,264,347,56,131,1943,2096,0,1,L
453,453,4-2-3-1,285,588,435,370,2314,2342,4-2-3-1,226,483,146,152,2346,2317,1,2,L
454,454,4-3-3,241,485,80,243,2377,2358,4-2-2-1-1,203,508,405,150,2171,2212,3,2,W
455,455,4-4-2,346,459,0,277,2223,2208,4-1-4-1,252,420,125,266,1924,2125,1,0,W
456,456,4-2-2-2,224,518,75,353,2282,2445,4-2-2-2,402,469,213,298,2128,2199,0,4,L
457,457,3-2-2-2-1,136,355,180,136,2050,1924,4-2-2-1-1,165,601,133,370,2237,2258,1,5,L
458,458,4-1-4-1,301,462,83,311,2268,2290,4-2-2-1-1,228,491,285,232,2277,2216,0,0,D
459,459,3-2-2-2-1,218,849,190,291,2219,2211,4-3-2-1,312,300,260,340,2232,2267,0,3,L
460,460,4-4-2,402,469,213,298,2128,2199,4-4-2,218,849,190,291,2219,2211,0,0,D
461,461,4-2-2-1-1,252,420,125,266,1924,2125,4-1-4-1,136,355,180,136,2050,1924,4,2,W
462,462,4-3-2-1,312,300,260,340,2232,2267,4-2-3-1,241,485,80,243,2377,2358,2,2,D
463,463,3-3-3-1,315,602,206,150,2095,2258,4-3-2-1,301,462,83,311,2268,2290,0,1,L
464,464,4-1-4-1,228,491,285,232,2277,2216,4-4-1-1,214,485,237,387,2255,2233,5,0,W
465,465,4-4-1-1,203,508,405,150,2171,2212,4-4-1-1,277,435,282,278,2224,2210,0,1,L
466,466,4-1-4-1,218,446,118,297,2169,2207,4-1-4-1,346,459,0,277,2223,2208,0,1,L
467,467,3-2-2-2-1,264,347,56,131,1943,2096,4-2-2-2,224,518,75,353,2282,2445,0,2,L
468,468,4-2-3-1,226,483,146,152,2346,2317,4-4-2,145,381,292,215,2217,2322,2,0,W
469,469,4-2-3-1,165,601,133,370,2237,2258,3-4-1-2,285,588,435,370,2314,2342,3,1,W
470,470,4-4-1-1,277,435,282,278,2224,2210,3-2-2-2-1,264,347,56,131,1943,2096,1,0,W
471,471,4-2-3-1,136,355,180,136,2050,1924,3-2-2-2-1,402,469,213,298,2128,2199,0,3,L
472,472,4-2-3-1,285,588,435,370,2314,2342,4-1-4-1,218,446,118,297,2169,2207,1,1,D
473,473,4-2-3-1,301,462,83,311,2268,2290,4-2-3-1,252,420,125,266,1924,2125,4,1,W
474,474,4-2-2-2,218,849,190,291,2219,2211,4-2-2-1-1,203,508,405,150,2171,2212,0,0,D
475,475,4-2-3-1,224,518,75,353,2282,2445,4-2-3-1,315,602,206,150,2095,2258,3,0,W
476,476,4-2-2-1-1,214,485,237,387,2255,2233,4-1-4-1,312,300,260,340,2232,2267,0,4,L
477,477,4-1-4-1,145,381,292,215,2217,2322,4-2-3-1,165,601,133,370,2237,2258,2,2,D
478,478,4-3-2-1,241,485,80,243,2377,2358,4-2-3-1,226,483,146,152,2346,2317,2,1,W
479,479,4-2-3-1,346,459,0,277,2223,2208,4-3-2-1,228,491,285,232,2277,2216,0,1,L
480,480,4-2-3-1,165,601,133,370,2237,2258,4-1-4-1,301,462,83,311,2268,2290,1,1,D
481,481,4-2-3-1,402,469,213,298,2128,2199,4-1-4-1,241,485,80,243,2377,2358,1,2,L
482,482,4-2-2-1-1,252,420,125,266,1924,2125,4-2-3-1,285,588,435,370,2314,2342,0,1,L
483,483,4-2-3-1,226,483,146,152,2346,2317,4-2-3-1,277,435,282,278,2224,2210,3,1,W
484,484,4-4-1-1,203,508,405,150,2171,2212,4-2-2-2,224,518,75,353,2282,2445,1,0,W
485,485,4-1-4-1,218,446,118,297,2169,2207,4-2-3-1,214,485,237,387,2255,2233,4,2,W
486,486,3-2-2-2-1,264,347,56,131,1943,2096,4-2-3-1,346,459,0,277,2223,2208,2,3,L
487,487,4-3-3,312,300,260,340,2232,2267,4-2-2-2,145,381,292,215,2217,2322,3,1,W
488,488,4-1-4-1,228,491,285,232,2277,2216,4-1-4-1,218,849,190,291,2219,2211,6,1,W
489,489,3-4-1-2,315,602,206,150,2095,2258,4-1-4-1,136,355,180,136,2050,1924,1,0,W
490,490,4-1-4-1,252,420,125,266,1924,2125,4-4-1-1,277,435,282,278,2224,2210,2,1,W
491,491,4-2-2-2,145,381,292,215,2217,2322,4-2-3-1,346,459,0,277,2223,2208,0,1,L
492,492,3-3-2-1-1,315,602,206,150,2095,2258,4-1-4-1,218,446,118,297,2169,2207,1,1,D
493,493,4-2-3-1,285,588,435,370,2314,2342,4-2-2-2,214,485,237,387,2255,2233,0,0,D
494,494,4-2-3-1,203,508,405,150,2171,2212,4-2-2-1-1,402,469,213,298,2128,2199,2,1,W
495,495,4-2-3-1,218,849,190,291,2219,2211,4-2-2-2,224,518,75,353,2282,2445,1,1,D
496,496,4-2-3-1,165,601,133,370,2237,2258,3-2-2-2-1,264,347,56,131,1943,2096,1,1,D
497,497,4-1-4-1,312,300,260,340,2232,2267,4-1-3-1-1,226,483,146,152,2346,2317,0,0,D
498,498,4-2-2-1-1,301,462,83,311,2268,2290,4-2-3-1,136,355,180,136,2050,1924,2,0,W
499,499,4-1-4-1,228,491,285,232,2277,2216,4-1-4-1,241,485,80,243,2377,2358,3,1,W
500,500,4-4-1-1,277,435,282,278,2224,2210,4-4-1-1,285,588,435,370,2314,2342,1,1,D
501,501,4-2-3-1,226,483,146,152,2346,2317,4-1-4-1,252,420,125,266,1924,2125,1,0,W
502,502,4-2-3-1,136,355,180,136,2050,1924,4-2-3-1,218,849,190,291,2219,2211,3,2,W
503,503,4-1-4-1,241,485,80,243,2377,2358,4-2-2-2,145,381,292,215,2217,2322,0,0,D
504,504,4-4-2,346,459,0,277,2223,2208,4-1-4-1,312,300,260,340,2232,2267,3,1,W
505,505,4-2-2-2,224,518,75,353,2282,2445,4-2-3-1,301,462,83,311,2268,2290,0,3,L
506,506,4-2-3-1,218,446,118,297,2169,2207,4-1-4-1,228,491,285,232,2277,2216,0,4,L
507,507,4-2-2-2,402,469,213,298,2128,2199,3-2-2-2-1,165,601,133,370,2237,2258,1,2,L
508,508,3-2-2-2-1,264,347,56,131,1943,2096,3-1-4-1-1,315,602,206,150,2095,2258,0,2,L
509,509,4-2-2-2,214,485,237,387,2255,2233,3-4-3,203,508,405,150,2171,2212,1,2,L
510,510,3-1-2-2-2,252,420,125,266,1924,2125,3-2-2-2-1,264,347,56,131,1943,2096,2,1,W
511,511,4-4-2,145,381,292,215,2217,2322,4-4-1-1,214,485,237,387,2255,2233,2,0,W
512,512,3-3-2-1-1,315,602,206,150,2095,2258,4-2-3-1,277,435,282,278,2224,2210,1,2,L
513,513,4-4-1-1,285,588,435,370,2314,2342,4-2-2-2,224,518,75,353,2282,2445,2,0,W
514,514,4-1-4-1,228,491,285,232,2277,2216,3-2-2-2-1,402,469,213,298,2128,2199,3,1,W
515,515,4-4-1-1,203,508,405,150,2171,2212,4-4-2,218,446,118,297,2169,2207,0,3,L
516,516,3-2-2-2-1,218,849,190,291,2219,2211,3-2-3-2,241,485,80,243,2377,2358,2,2,D
517,517,3-4-3,165,601,133,370,2237,2258,4-4-2,346,459,0,277,2223,2208,4,2,W
518,518,4-1-4-1,312,300,260,340,2232,2267,4-4-2,136,355,180,136,2050,1924,2,0,W
519,519,4-2-3-1,301,462,83,311,2268,2290,4-2-2-1-1,226,483,146,152,2346,2317,1,0,W
520,520,4-2-2-2,402,469,213,298,2128,2199,4-2-3-1,315,602,206,150,2095,2258,2,1,W
521,521,4-1-4-1,277,435,282,278,2224,2210,4-2-2-2,145,381,292,215,2217,2322,3,1,W
522,522,4-1-4-1,224,518,75,353,2282,2445,4-3-2-1,228,491,285,232,2277,2216,1,2,L
523,523,4-4-2,218,446,118,297,2169,2207,4-1-4-1,252,420,125,266,1924,2125,3,1,W
524,524,4-4-2,214,485,237,387,2255,2233,4-4-2,301,462,83,311,2268,2290,1,3,L
525,525,4-2-3-1,226,483,146,152,2346,2317,5-4-1,203,508,405,150,2171,2212,1,1,D
526,526,4-4-1-1,136,355,180,136,2050,1924,4-2-3-1,285,588,435,370,2314,2342,1,1,D
527,527,3-2-2-2-1,241,485,80,243,2377,2358,3-4-3,165,601,133,370,2237,2258,2,2,D
528,528,4-2-3-1,346,459,0,277,2223,2208,4-2-3-1,218,849,190,291,2219,2211,3,1,W
529,529,3-2-2-2-1,264,347,56,131,1943,2096,4-1-4-1,312,300,260,340,2232,2267,2,1,W
530,530,3-3-2-2,165,601,133,370,2237,2258,4-2-3-1,315,602,206,150,2095,2258,1,0,W
